filename,psnr_champ,psnr_adv,ssim_champ,ssim_adv,mae_champ,mae_adv,mse_champ,mse_adv,grad_mae_champ,grad_mae_adv,d_PSNR,d_SSIM,d_MAE,d_MSE,d_GradMAE
000956.npy,23.21363234535199,23.118932171922136,0.7262428364635818,0.7227692873954005,0.04543210193514824,0.046355895698070526,0.004771300591528416,0.0048764836974442005,0.3794663,0.38027713,-0.09470017342985315,-0.003473549068181314,0.000923793762922287,0.00010518310591578484,0.0008108318
000960.npy,35.89567438595193,36.43483364120825,0.8990451199507713,0.916782380774498,0.011391513049602509,0.010509215295314789,0.0002572957018855959,0.000227256678044796,0.0714376,0.06106645,0.5391592552563225,0.01773726082372673,-0.0008822977542877197,-3.0039023840799928e-05,-0.010371149
000972.npy,30.419328907466262,30.221152233569452,0.8888021238303744,0.8929739118468091,0.018251551315188408,0.018233472481369972,0.0009079608717001975,0.000950352696236223,0.11660078,0.11482665,-0.19817667389681048,0.0041717880164346965,-1.807883381843567e-05,4.2391824536025524e-05,-0.0017741323
000975.npy,29.556112157758715,29.57296580072072,0.7963945934096265,0.7912575050501153,0.022392746061086655,0.022501036524772644,0.001107614953070879,0.0011033248156309128,0.17992672,0.17990188,0.016853642962004756,-0.0051370883595112105,0.00010829046368598938,-4.290137439966202e-06,-2.4840236e-05
000995.npy,31.598377448965785,31.839135726347607,0.6648177125071287,0.6703221535087824,0.02046968601644039,0.020052049309015274,0.000692089437507093,0.0006547665107063949,0.1394058,0.13544269,0.24075827738182198,0.005504441001653704,-0.0004176367074251175,-3.732292680069804e-05,-0.003963113
001016.npy,26.535582700329723,26.471094989787993,0.770803594735933,0.7704951942564062,0.030516646802425385,0.030551953241229057,0.00222045392729342,0.002253670711070299,0.24240685,0.24132477,-0.06448771054173008,-0.0003084004795267381,3.530643880367279e-05,3.321678377687931e-05,-0.0010820776
001020.npy,24.505990028429878,24.470019252866486,0.7333038976127142,0.7334210160564184,0.03959924727678299,0.039754562079906464,0.003543243510648608,0.003572712419554591,0.33986086,0.34072632,-0.03597077556339201,0.00011711844370421165,0.00015531480312347412,2.946890890598297e-05,0.00086545944
001021.npy,25.080191990802238,25.054707237301585,0.6895320404735272,0.6908202149407957,0.03943231701850891,0.039540842175483704,0.003104422241449356,0.0031226929277181625,0.33951312,0.33986014,-0.0254847535006526,0.001288174467268477,0.00010852515697479248,1.8270686268806458e-05,0.00034701824
001028.npy,27.082009717258543,27.160387438895096,0.8511051267337445,0.8518009839222329,0.02676187828183174,0.02671235240995884,0.0019579383078962564,0.001922920229844749,0.18898067,0.18677688,0.07837772163655288,0.0006958571884884135,-4.9525871872901917e-05,-3.501807805150747e-05,-0.0022037923
001038.npy,24.513379356456227,24.52834631995445,0.6015909097158415,0.6022238122618845,0.04160267859697342,0.041478872299194336,0.003537219949066639,0.003525050589814782,0.33224759,0.329862,0.014966963498224573,0.0006329025460429794,-0.00012380629777908325,-1.2169359251856804e-05,-0.0023855865
001051.npy,29.917804447209704,29.714478143331533,0.749687081301868,0.7504166764654219,0.022555073723196983,0.02301023341715336,0.0010191064793616533,0.001067953067831695,0.1600511,0.15933521,-0.2033263038781712,0.0007295951635538644,0.0004551596939563751,4.884658847004175e-05,-0.0007158965
001059.npy,22.372710489786826,22.380520232869955,0.6063270545410094,0.6131921704032914,0.05914665758609772,0.05908415839076042,0.005790672264993191,0.005780268460512161,0.4992025,0.49686024,0.007809743083129206,0.006865115862282001,-6.249919533729553e-05,-1.040380448102951e-05,-0.002342254
001076.npy,23.24130523167199,23.309568288177722,0.6016301310042115,0.6103357233895409,0.053478311747312546,0.0529714971780777,0.004740994889289141,0.004667057190090418,0.4486885,0.44453776,0.06826305650573161,0.00870559238532942,-0.000506814569234848,-7.393769919872284e-05,-0.0041507483
001082.npy,36.32558532502673,36.51502662079595,0.8934202725977898,0.902754380613327,0.01159400399774313,0.011443722061812878,0.00023304591013584286,0.00022309886117000133,0.06643317,0.060705304,0.18944129576922109,0.009334108015537246,-0.00015028193593025208,-9.947048965841532e-06,-0.005727865
001095.npy,37.364936411818455,37.46546333230167,0.9441468516578674,0.9472244779062271,0.009500710293650627,0.00946069322526455,0.00018344519776292145,0.0001792477269191295,0.0604823,0.05704755,0.10052692048321177,0.0030776262483597217,-4.001706838607788e-05,-4.197470843791962e-06,-0.0034347512
001129.npy,30.630014382626413,30.88152980300512,0.8351559700246155,0.8438176059131026,0.019788645207881927,0.019354410469532013,0.0008649650262668729,0.000816294748801738,0.1342743,0.12758161,0.25151542037870556,0.008661635888487118,-0.00043423473834991455,-4.867027746513486e-05,-0.0066926926
001130.npy,32.07988189791125,32.25702470925584,0.8693369185226559,0.8762572959618569,0.016619078814983368,0.01639094203710556,0.0006194579182192683,0.0005946994060650468,0.112363055,0.10673624,0.17714281134458787,0.006920377439200931,-0.00022813677787780762,-2.4758512154221535e-05,-0.0056268126
